360,02/20/1928,$1854.22
265,11/27/2034,$1349.91
696,11/09/2062,$9783.87
592,04/23/1993,$8793.50
404,06/30/2038,$8619.36
609,11/18/2065,$1887.89
581,12/28/1990,$4481.56
006,07/06/1940,$6495.67
097,02/10/1936,$3232.87
733,12/01/1988,$8062.44
174,09/08/1931,$3042.64
916,07/25/2030,$2178.23
484,02/27/2049,$2283.61
934,10/29/1930,$4884.44
427,02/24/1996,$9411.21
563,03/26/2013,$9847.71
441,12/30/1994,$6501.21
919,03/14/1978,$4213.69
576,05/07/2065,$6272.23
668,04/13/2070,$4628.42
457,09/21/1913,$4839.13
424,05/23/2046,$615.51
428,10/27/1918,$6437.71
116,05/31/1917,$87.35
767,10/11/1957,$251.05
379,01/07/1932,$5246.70
699,02/20/2032,$5928.44
964,07/10/2066,$8887.47
340,02/18/1990,$2461.78
314,06/12/1923,$8307.74
284,08/31/1911,$9204.07
796,04/15/2036,$5871.44
984,06/17/1927,$3206.32
337,07/26/1981,$164.35
319,01/06/1950,$824.43
745,05/23/1999,$7666.58
947,09/26/1915,$3118.93
043,06/29/2061,$5531.80
714,06/21/1932,$6434.38
890,09/17/1911,$8899.70
249,01/02/2009,$6645.22
599,02/24/1958,$3669.14
621,07/14/1900,$4705.51
792,06/17/1935,$6823.53
081,05/08/1996,$3934.83
773,02/18/1977,$1375.03
240,09/29/1963,$4128.77
674,08/08/1987,$2644.11
630,05/30/1978,$5369.82
244,04/11/1943,$9432.36
545,11/29/2013,$2537.19
572,12/07/2010,$4.81
111,03/24/2002,$5179.11
265,07/28/2066,$6551.72
355,08/22/1981,$2479.45
514,01/17/1948,$4323.47
743,11/24/1934,$8893.18
190,03/30/2029,$9807.75
937,03/06/2005,$9148.47
363,06/21/1916,$7921.14
481,03/10/1945,$6606.21
753,07/21/1925,$4115.53
829,01/08/1977,$2958.60
044,02/07/1994,$2748.81
108,05/20/1982,$4586.36
254,09/12/2031,$418.97
732,06/13/2011,$9894.69
690,05/24/1914,$8086.41
409,03/06/2009,$2050.93
467,10/16/2045,$1390.13
377,08/01/1963,$941.66
223,05/15/2069,$4533.50
772,07/07/2017,$1882.54
370,04/14/2046,$5745.42
143,07/05/2045,$6333.20
778,10/26/1984,$690.16
020,12/19/2027,$1593.13
774,06/05/1987,$4484.04
404,11/04/1904,$3818.54
716,10/05/1937,$8282.59
730,04/09/1902,$744.67
125,10/31/2051,$6677.96
765,05/15/2019,$6060.21
045,03/13/2063,$8894.23
941,10/05/1960,$425.39
945,05/03/1949,$1511.72
652,10/03/2011,$5381.22
788,06/17/1939,$8664.20
281,08/24/1963,$3717.00
740,06/09/1976,$6394.31
868,11/11/2011,$764.03
995,10/09/1954,$1499.51
039,01/17/2051,$3237.15
140,06/30/1904,$2341.92
753,11/23/1930,$1494.49
798,07/07/2011,$6869.47
085,07/23/1934,$1915.33
030,04/27/1989,$5894.66
995,05/08/1927,$8903.32
890,08/15/2035,$3609.55
726,02/17/2008,$8772.47
812,03/18/2055,$332.25
407,12/09/2019,$6488.26
469,12/24/1908,$5436.79
577,07/15/1964,$6379.29
379,11/27/2057,$4132.00
378,02/17/1916,$6458.71
173,01/09/1943,$7250.79
220,08/18/1959,$3167.91
016,03/19/1992,$2030.68
737,02/05/2018,$667.70
525,04/23/2031,$3934.31
255,07/04/1908,$5146.48
258,09/29/2032,$2168.30
733,05/10/2001,$1018.17
621,10/17/2051,$8511.61
975,02/27/1984,$18.80
429,04/13/2007,$1322.58
695,11/27/1929,$290.48
266,11/16/2001,$8127.02
149,09/08/1968,$1866.16
061,06/22/2012,$2618.21
529,02/08/1961,$8609.81
735,03/13/1939,$4115.81
284,11/30/2061,$1811.52
020,01/16/1968,$341.38
195,04/09/1981,$2103.57
712,03/17/2057,$1576.37
722,09/09/2034,$7967.12
914,07/11/1929,$1186.94
160,01/09/1962,$8205.56
532,08/29/2005,$2931.43
885,11/27/1949,$5566.26
077,09/08/1933,$1776.37
439,05/14/2024,$4463.88
225,09/11/1989,$5178.48
571,02/06/1967,$6729.27
961,09/13/1935,$7861.07
813,02/08/1909,$5349.36
913,06/19/1995,$4002.30
472,09/26/1963,$7781.92
413,01/19/2057,$163.55
378,03/09/1975,$6563.10
166,02/25/2009,$873.80
675,09/23/1977,$8026.93
799,09/08/2055,$6513.33
475,10/05/1905,$8725.33
529,06/23/2070,$3464.80
988,03/10/1982,$8296.44
881,12/26/1926,$978.81
911,10/09/2065,$9600.88
232,04/29/1948,$4664.83
044,11/07/2056,$8584.09
944,10/20/1932,$2017.27
787,08/26/2001,$5469.33
247,07/24/1951,$4898.55
303,09/15/2050,$3357.07
247,02/07/1960,$4831.40
391,03/03/2025,$3953.46
024,11/26/1922,$4814.01
112,04/17/1972,$7201.68
013,01/21/1946,$8761.61
479,08/03/1983,$2320.09
357,09/08/2004,$1867.05
534,07/24/2049,$2914.42
150,12/26/1955,$5971.78
286,01/10/2015,$3311.07
201,11/07/2022,$8490.50
372,12/01/1968,$6405.18
335,06/14/2049,$564.56
483,01/31/1988,$1302.54
791,08/03/2002,$8492.76
515,05/11/1995,$6112.93
061,02/15/1973,$124.43
175,10/24/2026,$6190.49
070,03/24/2015,$3173.95
170,09/29/2035,$3831.98
215,01/22/2055,$1.25
766,04/15/1939,$2079.54
776,09/13/1937,$716.17
632,09/16/1920,$1723.96
374,06/11/2060,$7149.35
839,11/18/1980,$6694.62
185,09/06/1943,$6614.52
335,10/09/1958,$5802.43
739,03/20/1959,$5423.24
938,11/03/1932,$8768.20
481,10/13/2070,$5336.36
736,08/01/1974,$6483.87
232,03/22/1939,$3870.09
004,04/26/1966,$4508.95
513,10/11/1915,$2278.38
939,03/08/1918,$1302.21
223,05/17/1999,$5204.98
089,03/07/1975,$5186.97
479,11/02/2003,$9464.07
521,12/29/1949,$4561.12
694,10/15/2033,$7878.13
875,06/21/1965,$5969.25
266,08/09/1989,$7639.33
286,05/06/1967,$1884.73
904,02/08/1983,$2311.94
769,09/09/2030,$1010.20
494,05/29/1992,$6332.20
852,09/19/1906,$3978.16
521,12/26/1986,$330.98
632,10/18/1923,$1398.77
506,11/22/1982,$6855.55
272,12/03/1971,$1033.66
030,06/16/2022,$9714.84
557,09/27/1951,$1773.22
341,01/30/2047,$9790.93
815,09/18/2070,$3796.10
070,08/10/1990,$2043.50
870,10/29/1951,$2698.56
434,06/24/1952,$8612.42
994,11/29/1978,$6479.18
521,12/15/1938,$8934.62
672,07/17/2056,$4590.21
745,08/22/2023,$2981.50
717,12/11/2061,$7640.27
288,03/06/1973,$3145.33
196,10/20/2046,$8856.50
031,03/30/2061,$6708.71
295,12/19/2025,$181.09
461,06/23/1987,$7356.34
588,09/04/1997,$5634.84
727,01/26/1959,$4252.77
677,03/27/2035,$5848.95
388,11/01/2066,$6915.37
012,10/19/1946,$8833.22
352,05/01/2056,$5735.08
573,05/18/1991,$7528.36
232,03/13/1931,$8970.67
879,10/08/1944,$5137.70
015,06/16/1944,$954.01
354,02/17/2018,$2661.45
130,06/08/1982,$4686.39
323,12/02/2028,$7689.67
997,05/01/2000,$4172.28
932,10/09/2028,$2784.26
993,10/06/1956,$9198.34
750,07/04/1941,$3420.27
403,01/07/2070,$1454.50
529,06/05/2064,$8705.05
080,09/13/1986,$7780.14
035,05/28/1949,$7093.02
777,06/07/1920,$6615.46
247,01/22/1918,$7405.44
732,09/22/1937,$14.49
491,03/30/1930,$6099.54
153,05/11/1933,$2962.61
982,09/26/1951,$7981.42
212,04/07/2008,$6461.61
041,11/04/1952,$5549.58
789,08/06/1969,$9702.60
286,11/24/1932,$3468.55
066,12/23/2068,$6506.55
605,11/12/1962,$4009.82
373,12/18/2009,$387.86
520,11/18/1991,$1639.68
806,03/31/1928,$8169.80
165,01/12/1929,$6372.14
966,04/17/2015,$7070.68
517,11/30/2030,$2065.39
659,08/21/2060,$4483.03
312,10/06/2054,$2151.16
581,10/13/2044,$1704.88
583,04/11/1939,$3682.04
552,09/27/1928,$4619.43
338,03/04/1907,$5806.00
114,10/21/1934,$3920.48
174,05/26/2025,$9894.83
597,02/15/1952,$2516.02
272,10/13/1994,$9088.24
190,09/19/1956,$3771.87
844,05/02/2065,$1117.53
069,04/23/1908,$6211.79
319,03/15/1963,$192.95
708,11/23/2016,$5232.18
393,02/22/2068,$9591.94
104,10/18/2068,$2077.84
847,10/12/1932,$9367.35
890,03/22/1992,$8476.93
542,01/31/2018,$243.78
045,05/29/1987,$3130.61
155,12/17/2042,$3084.56
657,12/24/1903,$1465.09
433,04/30/1951,$3098.12
214,07/05/1996,$3825.79
851,09/10/1963,$520.08
962,05/05/2046,$2310.98
233,09/07/1962,$9667.57
664,02/13/2034,$5195.16
635,08/31/1938,$5198.85
757,01/07/1944,$3366.52
484,08/22/2024,$8879.79
653,05/07/2066,$4235.95
090,09/11/1946,$24.16
456,01/05/2024,$5245.61
696,11/04/1932,$1598.73
031,09/11/1905,$8707.64
967,09/03/1976,$2313.67
711,12/11/2001,$9001.30
566,01/16/2018,$7188.62
029,11/16/2027,$8706.33
698,10/13/1965,$7028.38
358,01/17/2029,$5454.40
789,08/16/2033,$5040.48
927,01/14/2011,$6596.84
533,05/02/1966,$9490.09
962,01/09/1901,$9528.60
299,09/26/2009,$8694.52
086,07/19/1982,$681.35
722,06/21/1988,$4850.20
381,04/05/2058,$1724.36
954,12/11/1939,$4239.97
899,11/09/2026,$4638.12
825,12/12/2002,$7140.92
080,01/06/1925,$3065.31
378,08/10/2061,$2971.14
057,08/26/1963,$1723.29
909,01/15/1910,$3267.11
544,01/18/1967,$7712.91
774,09/12/1923,$3165.10
379,11/26/1953,$1782.52
869,10/22/1906,$9697.02
627,01/04/2010,$7238.00
541,11/12/1952,$6210.19
572,05/02/1999,$4655.79
217,02/26/2041,$2740.07
876,09/15/2012,$7008.81
539,11/01/1980,$1506.00
302,09/16/1921,$8142.19
747,05/02/1983,$131.56
798,04/27/2042,$1100.20
059,10/11/2064,$3625.32
744,09/04/2035,$9369.68
018,10/28/2016,$4679.46
365,03/11/2012,$4812.19
620,10/23/2029,$2067.69
647,01/02/2069,$5169.51
386,09/05/2036,$2825.10
834,08/13/2062,$6296.91
659,11/02/1963,$153.02
338,01/31/2060,$9073.19
773,10/13/1969,$2892.47
879,11/08/2060,$7655.40
759,03/24/1978,$640.23
598,12/02/1992,$6326.26
292,12/31/2043,$8316.68
960,11/05/1917,$6325.22
012,01/24/1925,$7374.66
493,10/12/2011,$2790.12
709,01/30/2051,$5720.55
927,07/17/1996,$5929.45
920,10/20/2000,$8891.61
596,08/16/2045,$5628.35
812,08/26/1962,$890.36
497,10/05/1943,$3749.26
439,11/10/2038,$7879.60
884,08/08/1934,$7076.90
808,03/08/1913,$2391.44
043,02/06/1958,$4463.77
772,07/05/1985,$3602.33
346,11/05/1954,$826.40
344,02/06/2000,$3553.73
762,08/02/1949,$7344.70
410,02/04/2026,$648.02
224,12/16/1922,$9810.78
718,02/08/1969,$7080.02
638,03/12/1961,$5093.39
208,03/19/1983,$414.08
540,06/14/2009,$4641.63
794,07/25/1922,$6563.80
084,02/18/1980,$7737.46
076,05/21/2047,$5486.96
819,10/17/2020,$3237.48
838,05/01/1989,$7980.38
790,03/05/1935,$7738.08
466,02/14/1906,$1806.55
324,05/01/2009,$8428.11
231,03/25/2002,$4590.04
676,10/31/1967,$9099.67
686,02/04/2053,$2792.00
518,11/14/1932,$3741.14
770,05/12/1954,$9404.94
862,06/26/1977,$9087.21
642,12/21/2039,$1676.75
146,08/10/1952,$8182.68
320,05/15/1920,$6014.69
836,04/27/1939,$4068.43
182,06/22/2025,$4431.12
517,10/10/2057,$4222.74
019,06/20/1945,$8521.46
635,07/20/1964,$4749.43
830,03/26/2010,$5254.83
786,03/04/2056,$5002.78
547,08/05/2058,$2535.01
946,02/26/2006,$5654.45
331,04/16/2015,$9736.56
186,03/22/1933,$2935.66
239,11/01/1926,$5521.87
826,08/09/1969,$5470.98
124,08/23/1902,$785.38
677,07/02/1996,$4511.87
241,01/22/2033,$2569.02
747,07/25/1962,$4171.23
625,08/19/1957,$884.77
670,09/16/1906,$2144.33
651,04/20/1974,$7179.00
347,09/05/1901,$3001.62
678,02/17/1962,$162.55
660,11/23/2036,$742.33
626,08/26/1962,$9589.10
071,06/01/1939,$7827.45
995,11/20/1908,$9647.50
696,08/03/1901,$8128.84
595,02/14/1906,$710.10
464,12/08/2001,$8357.74
903,10/13/1964,$5187.61
079,10/03/1910,$9213.08
540,01/11/1992,$9985.59
976,04/05/2062,$4374.93
620,07/13/2053,$5757.94
540,08/22/1926,$7602.90
857,07/12/1930,$4229.35
824,08/14/1986,$2599.86
210,09/10/2014,$4459.50
082,06/29/2063,$3204.54
175,09/25/1963,$8759.54
071,12/21/1926,$9801.79
382,11/21/1951,$8373.02
160,05/29/1948,$407.69
244,02/24/1944,$8620.60
642,03/28/1916,$620.36
535,06/20/2000,$5244.72
790,12/07/1959,$3581.25
767,08/02/1935,$441.93
175,08/24/1982,$461.26
854,06/27/2012,$2911.42
836,08/08/2033,$897.50
551,03/26/2054,$7639.35
038,07/31/1913,$3955.66
519,12/18/2012,$9732.24
789,01/21/1939,$736.73
305,05/19/1978,$308.71
839,10/14/1906,$1124.45
247,08/04/2020,$3943.21
677,03/15/1903,$9279.34
470,06/04/1967,$7897.91
654,07/22/2061,$3138.35
322,06/04/1913,$9190.91
213,04/05/2019,$6148.60
949,04/22/1956,$8196.83
655,04/16/2006,$7415.14
671,09/03/1957,$9098.84
113,07/21/2047,$9588.79
155,04/29/1985,$5601.58
384,09/09/2057,$8744.20
652,09/25/2035,$9456.06
617,11/21/1959,$4379.25
584,10/17/1927,$828.07
475,12/30/1905,$6055.76
127,09/06/1988,$4014.85
869,05/18/2063,$503.72
748,03/08/1998,$4377.45
823,10/05/2054,$5440.96
398,11/14/1962,$7084.50
873,06/08/2043,$7452.19
606,04/17/1908,$4390.04
329,12/10/1921,$6846.94
445,04/30/2054,$3448.13
298,06/20/2043,$9801.52
005,09/30/2038,$8536.68
585,03/08/1905,$1555.90
308,12/13/1974,$9785.31
094,11/09/2015,$5109.57
799,11/25/2057,$5390.82
283,04/05/1952,$2933.40
207,08/18/2031,$5059.07
616,07/20/1931,$5040.66
795,03/20/1912,$2856.90
140,10/27/2019,$7889.12
314,03/19/2060,$3877.42
586,03/31/1932,$9164.96
160,02/08/1952,$8181.18
780,05/26/2053,$2480.69
418,06/21/2034,$5081.30
716,05/03/2053,$7993.70
336,07/21/1941,$2879.86
408,06/25/1906,$8625.42
300,10/26/1959,$431.97
819,06/16/2018,$1607.13
824,02/17/1951,$8277.37
299,05/12/2028,$7017.38
857,11/01/2038,$7825.09
185,02/05/2026,$5577.34
063,04/25/1965,$5271.34
739,09/11/1984,$669.50
690,09/14/1987,$8730.32
085,10/07/2057,$5463.48
357,06/30/2070,$5518.11
244,07/04/1997,$9218.13
333,04/15/1976,$7379.44
689,07/01/2028,$2380.07
336,10/20/2027,$2851.88
893,01/03/2004,$9651.46
411,11/06/2050,$4962.57
977,07/03/2035,$5601.86
873,05/21/1996,$9652.80
106,03/21/1913,$2040.67
257,12/16/1961,$9620.79
424,09/20/1989,$6486.31
729,04/06/2012,$2401.30
477,06/12/1956,$2928.32
796,12/27/1992,$3419.12
747,12/20/1939,$8900.05
406,09/11/1973,$6572.59
860,02/01/1976,$4193.35
738,10/02/1979,$8729.48
967,01/05/1959,$4124.77
458,08/06/1969,$2020.67
063,06/23/1942,$3284.24
236,11/11/2039,$8375.31
997,04/15/2033,$351.31
918,02/26/2044,$6053.01
490,05/16/2025,$9541.31
686,04/09/2035,$8602.83
377,02/13/1936,$8629.68
930,01/21/1913,$5114.35
599,07/15/2068,$9450.57
805,04/15/2031,$7834.22
309,12/15/1971,$2335.11
308,07/20/1969,$9751.94
160,06/12/2043,$7613.59
143,01/22/2054,$3307.45
443,02/07/2046,$4125.63
239,01/18/2048,$1913.30
751,07/23/1926,$1385.24
681,03/28/2063,$3336.25
946,08/29/2052,$4932.97
551,03/02/1902,$7546.56
010,01/28/2005,$2292.91
267,08/22/1950,$250.83
797,08/15/1965,$642.88
134,07/05/2047,$5670.74
032,07/16/2045,$5501.74
155,12/22/1938,$1425.90
266,03/23/1907,$9738.51
180,05/18/1909,$7900.37
061,07/21/1938,$9011.27
057,07/30/1951,$591.25
770,12/28/1949,$150.80
753,10/31/2057,$4430.04
064,02/15/1942,$1090.55
048,01/29/1958,$1850.78
065,04/30/1944,$4899.45
149,04/07/1902,$9465.79
004,03/17/2062,$3365.96
847,06/17/1947,$2685.76
019,11/22/1944,$8783.36
011,02/12/2008,$2360.21
294,09/04/1932,$5263.99
360,07/31/2036,$4359.13
474,01/17/1990,$320.97
460,04/27/1968,$8846.72
697,12/27/1993,$1880.21
926,12/25/2035,$9080.11
348,10/10/1951,$9655.50
110,06/04/1945,$897.51
057,06/24/1944,$4653.80
145,08/16/1973,$9303.92
982,10/11/1990,$4232.94
576,09/09/2064,$9530.63
924,04/07/1937,$2274.37
728,10/18/2046,$9130.74
445,06/25/2026,$2271.19
015,01/14/1985,$8690.28
337,10/05/2002,$7284.53
570,11/01/2038,$7650.28
012,04/20/2010,$5796.41
616,01/04/1913,$8676.82
108,07/02/1900,$8788.80
487,11/12/2068,$483.49
885,01/22/2042,$6250.70
909,09/24/1931,$9905.31
050,05/01/2035,$959.74
117,10/31/2017,$365.17
555,06/11/1904,$2013.09
964,09/12/1957,$5198.79
030,04/26/1946,$2450.62
061,04/29/1905,$9524.59
063,11/02/1901,$5262.41
869,03/02/1964,$8727.99
940,08/09/1989,$8794.28
337,12/10/2026,$1547.47
287,01/10/1959,$5287.83
311,07/23/2012,$530.47
340,12/18/2062,$5750.56
555,09/23/2003,$3864.54
285,11/24/2040,$6615.49
091,11/02/2047,$7914.81
996,04/26/2055,$6011.26
919,03/14/1974,$4463.09
651,01/11/2037,$9139.73
768,08/30/1958,$4200.66
016,02/26/1932,$6959.15
631,12/24/1928,$2875.56
067,04/05/2033,$8873.04
991,04/18/1922,$7073.21
377,11/04/1917,$3706.28
177,04/06/2024,$6947.97
963,01/27/2064,$125.42
850,07/23/1970,$7440.32
649,03/29/1938,$3347.22
208,05/09/2035,$6389.23
199,12/19/1952,$9263.64
426,12/06/1973,$7552.62
515,12/11/1977,$8740.41
905,07/24/2005,$8873.33
064,11/07/2038,$1203.04
548,10/26/1971,$5313.31
482,05/03/1978,$1100.84
315,09/05/1937,$3750.71
257,01/30/1919,$6522.04
244,11/26/2044,$530.69
865,01/20/1939,$3041.13
825,12/02/1905,$979.65
043,02/01/2027,$6125.05
009,02/08/1923,$500.86
551,09/26/2070,$827.34
858,01/27/2009,$2893.70
456,12/11/2067,$2001.70
730,05/06/2063,$7975.29
340,07/28/2027,$4542.90
482,11/13/2016,$5363.68
331,01/26/1998,$3737.00
835,11/03/1921,$7690.65
444,01/13/2031,$9368.56
348,07/15/1926,$7803.02
677,12/24/1903,$6150.09
279,06/20/1975,$5318.57
519,11/11/1991,$3851.76
169,04/13/1960,$8297.03
184,05/28/1934,$456.55
336,05/10/1951,$1864.66
759,11/30/1900,$7868.34
286,08/02/1918,$6197.45
600,10/03/1982,$6056.75
722,05/24/1926,$7430.01
339,06/15/1977,$1575.10
200,01/17/1955,$5135.24
458,07/04/2053,$7436.57
